"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","X","URN","Local.authority..code.","Local.authority..name.","Establishment.number","Establishment.name","Street","Locality","Address3","Town","County","Postcode","Type.of.establishment","Statutory.highest.age","Statutory.lowest.age","Boarders","Sixth.form","UKPRN","Phase.of.education","Gender","Religious.character","Religious.ethos","Admissions.policy","Website.address","Telephone.number","Headteacher","Establishment.status","Reason.establishment.opened","Opening.date","Parliamentary.Constituency..code.","Parliamentary.Constituency..name.","Region","gg_address","lon","lat"
"1684",1684,1684,1684,1684,1684,1684,1684,1684,139898,213,"Westminster",2003,"Pimlico Primary","Lupus Street","Westminster","","London","","SW1V 3AT","Free Schools",11,5,"No Boarders","Does not have a sixth form",10042337,"Primary","Mixed","None","None","Not applicable","http://www.pimlicoprimary.org/",2078021909," Catherine Burge","Open","New Provision","01/09/2013","E14000639","Cities of London and Westminster","London","Pimlico Primary, Lupus Street, SW1V 3AT",NA,NA
"1685",1685,1685,1685,1685,1685,1685,1685,1685,139906,306,"Croydon",4001,"Harris Academy Upper Norwood","Spurgeon Road","Upper Norwood","","London","","SE19 3UG","Academy Sponsor Led",19,11,"No Boarders","Has a sixth form",10042432,"Secondary","Girls","Does not apply","None","Comprehensive (secondary)","http://www.harrisuppernorwood.org.uk/",2086531661,"Mr Nicholas Soar","Open","New Provision","01/09/2013","E14000655","Croydon North","London","Harris Academy Upper Norwood, Spurgeon Road, SE19 3UG",-0.0940587,51.413979
"1686",1686,1686,1686,1686,1686,1686,1686,1686,139907,210,"Southwark",2002,"Judith Kerr Primary School","Half Moon Lane","Herne Hill","","London","","SE24 9JE","Free Schools",11,4,"No Boarders","Does not have a sixth form",10042399,"Primary","Mixed","None","None","Not applicable","www.jkps-cfbt.org/",2077386481,"Ms Marta Correia","Open","New Provision","03/09/2013","E14000673","Dulwich and West Norwood","London","Judith Kerr Primary School, Half Moon Lane, SE24 9JE",-0.0930757,51.4527817
"1687",1687,1687,1687,1687,1687,1687,1687,1687,139940,213,"Westminster",2004,"Churchill Gardens Primary Academy","Ranelagh Road","Pimlico","","London","","SW1V 3EU","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10042470,"Primary","Mixed","Does not apply","None","Not applicable","http://www.cgpacademy.org.uk/",2077982050," Janella Ajeigbe","Open","New Provision","01/09/2013","E14000639","Cities of London and Westminster","London","Churchill Gardens Primary Academy, Ranelagh Road, SW1V 3EU",-0.1396902,51.4875225
"1688",1688,1688,1688,1688,1688,1688,1688,1688,139966,305,"Bromley",2023,"Harris Primary Academy Crystal Palace","Malcolm Road","Penge","","London","","SE20 8RH","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10042715,"Primary","Mixed","Does not apply","None","Not applicable","www.harrisprimarycrystalpalace.org.uk/",2087784742," Aliki Constantopoulou","Open","New Provision","01/09/2013","E14000788","Lewisham West and Penge","London","Harris Primary Academy Crystal Palace, Malcolm Road, SE20 8RH",-0.0588279,51.4163909
"1689",1689,1689,1689,1689,1689,1689,1689,1689,139973,206,"Islington",6000,"Dania School","St David's Church","Westbourne Road","","London","","N7 8AB","Other Independent School",11,2,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Non-selective","www.daniaschool.com",2076074268,"Mr John Newman","Open","New Provision","31/07/2013","E14000764","Islington South and Finsbury","London","Dania School, St David's Church, N7 8AB",-0.1135334,51.5474049
"1690",1690,1690,1690,1690,1690,1690,1690,1690,140050,213,"Westminster",2244,"Gateway Academy","Capland Street","","","London","","NW8 8LN","Academy Converter",11,3,"No Boarders","Does not have a sixth form",10043052,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.gateway-academy.co.uk/",207234977," Louisa Lochner","Open","Academy Converter","01/09/2013","E14001036","Westminster North","London","Gateway Academy, Capland Street, NW8 8LN",-0.171004,51.52559
"1691",1691,1691,1691,1691,1691,1691,1691,1691,140064,211,"Tower Hamlets",2145,"Culloden Primary - A Paradigm Academy","Dee Street","Poplar","","London","","E14 0PT","Academy Converter",11,3,"No Boarders","Does not have a sixth form",10043015,"Primary","Mixed","Does not apply","Does not apply","Not applicable","http://cullodenacademy.paradigmtrust.org/",2073641010,"Mr Ben Carter","Open","Academy Converter","01/09/2013","E14000882","Poplar and Limehouse","London","Culloden Primary - A Paradigm Academy, Dee Street, E14 0PT",-0.0064852,51.5135225
"1692",1692,1692,1692,1692,1692,1692,1692,1692,140066,313,"Hounslow",6005,"Kew House","6 Capital Interchange Way","Kew Bridge","","London","","TW8 0EX","Other Independent School",18,11,"No Boarders","Has a sixth form",NA,"Not applicable","Mixed","None","None","Not collected","",2087422038,"Mr Mark Hudson","Open","New Provision","29/08/2013","E14000593","Brentford and Isleworth","London","Kew House, 6 Capital Interchange Way, TW8 0EX",-0.2861297,51.4900255
"1693",1693,1693,1693,1693,1693,1693,1693,1693,140080,305,"Bromley",2000,"Alexandra Junior School","Cator Road","Sydenham","","London","","SE26 5DS","Academy Converter",11,7,"No Boarders","Does not have a sixth form",10043021,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.alexandra-jun.bromley.sch.uk",2087783961," Claudette Maragh","Open","Academy Converter","01/09/2013","E14000788","Lewisham West and Penge","London","Alexandra Junior School, Cator Road, SE26 5DS",-0.0469981,51.42106
"1694",1694,1694,1694,1694,1694,1694,1694,1694,140096,211,"Tower Hamlets",2001,"Old Ford Primary - A Paradigm Academy","Wrights Road","Bow","","London","","E3 5LD","Academy Converter",11,3,"No Boarders","Does not have a sixth form",10043010,"Primary","Mixed","Does not apply","Does not apply","Not applicable","www.oldfordacademy.paradigmtrust.org/",2089801503,"Mr Kevin Jones","Open","Academy Converter","01/09/2013","E14000555","Bethnal Green and Bow","London","Old Ford Primary - A Paradigm Academy, Wrights Road, E3 5LD",-0.0317675,51.5333953
"1695",1695,1695,1695,1695,1695,1695,1695,1695,140134,207,"Kensington and Chelsea",4320,"Holland Park School","Airlie Gardens","Campden Hill Road","","London","","W8 7AF","Academy Converter",18,11,"No Boarders","Has a sixth form",10043056,"Secondary","Mixed","Does not apply","Does not apply","Comprehensive (secondary)","www.hollandparkschool.co.uk",2079081000," Colin Hall","Open","Academy Converter","01/09/2013","E14000768","Kensington","London","Holland Park School, Airlie Gardens, W8 7AF",-0.2006885,51.5050051
"1696",1696,1696,1696,1696,1696,1696,1696,1696,140138,210,"Southwark",7064,"Newlands Academy","Stuart Road","Peckham Rye","","London","","SE15 3AZ","Academy Special Converter",16,11,"No Boarders","Not applicable",10043070,"Not applicable","Boys","Does not apply","None","Not applicable","www.newlandsacademy.org",2076392541,"Ms Maria Rodrigues","Open","Academy Converter","01/09/2013","E14000615","Camberwell and Peckham","London","Newlands Academy, Stuart Road, SE15 3AZ",-0.0503192,51.4585259
"1697",1697,1697,1697,1697,1697,1697,1697,1697,140197,320,"Waltham Forest",7003,"Joseph Clarke School","Vincent Road","","","London","","E4 9PP","Academy Special Sponsor Led",18,2,"No Boarders","Has a sixth form",10043286,"Not applicable","Mixed","Does not apply","None","Not applicable","",2085234833,"Ms Isobel Cox","Open","New Provision","01/04/2014","E14000634","Chingford and Woodford Green","London","Joseph Clarke School, Vincent Road, E4 9PP",0.0037085,51.6064636
"1698",1698,1698,1698,1698,1698,1698,1698,1698,140201,205,"Hammersmith and Fulham",6394,"Westside Academy Trust","8-30 Galena Road","","","London","","W6 0LT","Free Schools - Alternative Provision",16,11,"No Boarders","Not applicable",10043229,"Not applicable","Mixed","Does not apply","None","Not applicable","www.westsideschool.org.uk",2075040512,"Mr John Reilly","Open","Academy Free School","01/09/2013","E14000726","Hammersmith","London","Westside Academy Trust, 8-30 Galena Road, W6 0LT",-0.2330491,51.4935201
"1699",1699,1699,1699,1699,1699,1699,1699,1699,140209,306,"Croydon",2045,"Oasis Academy Arena","Albert Road","South Norwood","","London","","SE25 4QL","Academy Sponsor Led",16,11,"No Boarders","Does not have a sixth form",10053389,"Secondary","Mixed","None","None","Not applicable","www.oasisacademyarena.org",2082406700,"Mr Craig Griffiths","Open","New Provision","01/09/2015","E14000654","Croydon Central","London","Oasis Academy Arena, Albert Road, SE25 4QL",-0.0619912,51.3930974
"1700",1700,1700,1700,1700,1700,1700,1700,1700,140210,204,"Hackney",4003,"Mossbourne Victoria Park Academy","Victoria Park Road","Hackney","","London","","E9 7HD","Academy Sponsor Led",18,11,"No Boarders","Has a sixth form",10047224,"Secondary","Mixed","None","None","Comprehensive (secondary)","www.mvpa.mossbourne.org",2085104550,"Mr Nicholas Rutherford","Open","New Provision","01/09/2014","E14000721","Hackney South and Shoreditch","London","Mossbourne Victoria Park Academy, Victoria Park Road, E9 7HD",-0.0423074,51.5391585
"1701",1701,1701,1701,1701,1701,1701,1701,1701,140212,207,"Kensington and Chelsea",4000,"Kensington Aldridge Academy","1 Silchester Road","","","London","","W10 6EX","Academy Sponsor Led",18,11,"No Boarders","Has a sixth form",10047225,"Secondary","Mixed","None","None","Comprehensive (secondary)","http://www.kensingtonaldridgeacademy.co.uk/",2073135800,"Mr David Benson","Open","New Provision","01/09/2014","E14000768","Kensington","London","Kensington Aldridge Academy, 1 Silchester Road, W10 6EX",-0.2151215,51.5146297
"1702",1702,1702,1702,1702,1702,1702,1702,1702,140213,207,"Kensington and Chelsea",2001,"Kensington Primary Academy","205 Warwick Road","(On the Corner of Kensington High Street)","","London","","W14 8PU","Academy Sponsor Led",11,4,"No Boarders","Does not have a sixth form",10057799,"Primary","Mixed","None","None","Not applicable","www.wlfs-kpa.org/",2031467870,"Ms Laura Lund","Open","New Provision","01/09/2016","E14000768","Kensington","London","Kensington Primary Academy, 205 Warwick Road, W14 8PU",-0.2051847,51.4962767
"1703",1703,1703,1703,1703,1703,1703,1703,1703,140221,210,"Southwark",4002,"University Academy of Engineering South Bank","Trafalgar Street","","","London","","SE17 2TP","Academy Sponsor Led",19,11,"No Boarders","Does not have a sixth form",10043502,"Secondary","Mixed","None","None","Not applicable","www.uaesouthbank.org.uk",NA," Gary Nelson","Open","New Provision","01/09/2014","E14000615","Camberwell and Peckham","London","University Academy of Engineering South Bank, Trafalgar Street, SE17 2TP",-0.0886496,51.4885592
"1704",1704,1704,1704,1704,1704,1704,1704,1704,140222,212,"Wandsworth",2003,"Oasis Academy Putney","184 Lower Richmond Road","","","London","","SW15 1LY","Academy Sponsor Led",11,4,"No Boarders","Does not have a sixth form",10058103,"Primary","Mixed","None","None","Not applicable","www.oasisputney.org",2078846000,"Ms Di Morgan","Open","New Provision","01/09/2016","E14000887","Putney","London","Oasis Academy Putney, 184 Lower Richmond Road, SW15 1LY",-0.22855,51.4690912
"1705",1705,1705,1705,1705,1705,1705,1705,1705,140225,207,"Kensington and Chelsea",6007,"Epic Learning","Lancaster Youth Centre","","128a Lancaster Road","London","","W11 1QS","Other Independent School",18,13,"No Boarders","Has a sixth form",NA,"Not applicable","Mixed","None","None","Not applicable","",2089688936," Vicki Harrison-Carr","Open","New Provision","24/09/2013","E14000768","Kensington","London","Epic Learning, Lancaster Youth Centre, W11 1QS",-0.2090723,51.5170589
"1706",1706,1706,1706,1706,1706,1706,1706,1706,140226,203,"Greenwich",6002,"Full Circle Education","124-126 Broadwalk","Kidbrooke","Greenwich","London","","SE3 8ND","Other Independent School",16,11,"No Boarders","Does not have a sixth form",10044751,"Not applicable","Mixed","None","None","Not collected","www.fullcircleeducation-school.com",2088562050,"Headteacher Nina Moore","Open","New Provision","26/09/2013","E14000690","Eltham","London","Full Circle Education, 124-126 Broadwalk, SE3 8ND",0.0383095,51.4670111
"1707",1707,1707,1707,1707,1707,1707,1707,1707,140227,893,"Shropshire",6032,"Bridge School","C/O Cambian Education","4th Floor Waterfront","Chancellors Road","London","","W6 9RU","Other Independent School",18,11,"Children's Home (Boarding School)","Has a sixth form",NA,"Not applicable","Mixed","None","None","Not collected","http://www.cambiangroup.com/cambiangroup.aspx",8001381184,"Mrs Rebecca Paynter","Open","New Provision","27/09/2013","E14000726","Hammersmith","West Midlands","Bridge School, C/O Cambian Education, W6 9RU",-0.2255454,51.4857231
"1708",1708,1708,1708,1708,1708,1708,1708,1708,140270,210,"Southwark",6004,"Small Acres","Peckham Rye Playground","Homestall Road","Peckham","London","","SE22 0SB","Other Independent School",11,5,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Not collected","",7530277491," Virginia Carrington","Open","New Provision","18/10/2013","E14000615","Camberwell and Peckham","London","Small Acres, Peckham Rye Playground, SE22 0SB",-0.056147,51.4580294
"1709",1709,1709,1709,1709,1709,1709,1709,1709,140273,335,"Walsall",6002,"Chase House School","C/O Cambian Education","4th Floor Waterfront","Chancellors Road","London","","W6 9RU","Other Independent Special School",16,7,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Not collected","http://www.cambiangroup.com/cambiangroup.aspx",8001381184,"Mr Phil Petch","Open","New Provision","28/10/2013","E14000726","Hammersmith","West Midlands","Chase House School, C/O Cambian Education, W6 9RU",-0.2255454,51.4857231
"1710",1710,1710,1710,1710,1710,1710,1710,1710,140356,208,"Lambeth",6003,"The Laurels School","126 Atkins Road","Lambeth","","London","","SW12 0AN","Other Independent School",18,11,"No Boarders","Has a sixth form",NA,"Not applicable","Girls","None","None","Not collected","www.thelaurelsschool.org.uk",2086747229,"Mrs Linda Sanders","Open","New Provision","14/11/2013","E14000978","Streatham","London","The Laurels School, 126 Atkins Road, SW12 0AN",-0.1588764,51.4846174
"1711",1711,1711,1711,1711,1711,1711,1711,1711,140373,316,"Newham",4005,"Langdon Academy","Sussex Road","East Ham","","London","","E6 2PS","Academy Sponsor Led",16,3,"No Boarders","Does not have a sixth form",10044163,"All Through","Mixed","Does not apply","None","Comprehensive (secondary)","",2084712411,"Dr Dayo Olukoshi","Open","New Provision","01/01/2014","E14000679","East Ham","London","Langdon Academy, Sussex Road, E6 2PS",0.0684394,51.5326614
"1712",1712,1712,1712,1712,1712,1712,1712,1712,140405,320,"Waltham Forest",2037,"Thomas Gamuel Primary School","Colchester Road","Walthamstow","","London","","E17 8LG","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10044183,"Primary","Mixed","Does not apply","None","Not applicable","www.thomasgamuel.net",2085207031,"Mr Andrew Bocchi","Open","New Provision","01/01/2014","E14001013","Walthamstow","London","Thomas Gamuel Primary School, Colchester Road, E17 8LG",-0.0219737,51.5750971
"1713",1713,1713,1713,1713,1713,1713,1713,1713,140421,315,"Merton",6005,"Face Youth Therapeutic School","John Innes Youth Centre","61 Kingston Road","","London","","SW19 1JN","Other Independent Special School",16,11,"No Boarders","Not applicable",NA,"Not applicable","Mixed","None","None","Not collected","",2085426208,"Dr Shirley Kavanagh","Open","New Provision","22/11/2013","E14001040","Wimbledon","London","Face Youth Therapeutic School, John Innes Youth Centre, SW19 1JN",-0.1959359,51.4156647
"1714",1714,1714,1714,1714,1714,1714,1714,1714,140423,212,"Wandsworth",2006,"Floreat Wandsworth Primary School","305 Garratt Lane","","","London","","SW18 4EQ","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10053390,"Primary","Mixed","Does not apply","None","Not applicable","",2083534195,"Mr Matthew Custance","Open","New Provision","01/09/2015","E14000998","Tooting","London","Floreat Wandsworth Primary School, 305 Garratt Lane, SW18 4EQ",-0.1891782,51.4470836
"1715",1715,1715,1715,1715,1715,1715,1715,1715,140426,204,"Hackney",2002,"Mossbourne Riverside Academy","East Bay Lane","","","London","","E15 2GW","Academy Sponsor Led",11,3,"No Boarders","Does not have a sixth form",10053391,"Primary","Mixed","Does not apply","None","Not applicable","www.mra.mossbourne.org",2081730650,"Principal Amy Wood","Open","New Provision","01/09/2015","E14000721","Hackney South and Shoreditch","London","Mossbourne Riverside Academy, East Bay Lane, E15 2GW",-0.0222738,51.5454692
